P/N #,Product Discreption,Product Group Code,Product Price
COB21120210000,"COBALT CONTROLLER,DATA KEY,FSK TELEMETRY,TOUCH SOFTWARE",C-COB,"$1,477.20"
COB21200110000,"COBALT CONTROLLER,DATA KEY 220 VAC, 50/60 HZ",C-COB,"$1,240.40"
COB21210110000,"COBALT CONTROLLER, NO DATA KEY 220 VAC, 50/60 HZ",C-COB,"$1,276.10"
COBRM21110110000,COBALT RACK MOUNT 110V W/ NO DATAKEY,C-CRM,"$1,388.17"
COBRM21120110000,COBALT RACK MOUNT 110V W/ DATAKEY,C-CRM,"$1,702.22"
COBRM21120310000,COBALT RACK MOUNT 110V W/DATA KEY & 25-PIN FSK,C-CRM,"$1,595.84"
CRM21120110000,COBALT RACK MOUNT 110V W/ DATAKEY,C-CRM,"$1,472.93"
CRM21220110000,COBALT RACK MOUNT 220V W/DATAKEY,C-CRM,"$1,475.17"
CSCD00464-850,RACK SPACER,CCI,$0.00
D301991-2,PLATE SIDE,CCI,$0.00
D301993-1R,VAA RETROFIT,CCI,$0.00
DTEC2228189-1,HOUSING ASSEMBLY,CCI,$0.00
E1517G5-T3,"BKPLT CLUSTER MTG, W/3"" YELLOW STRIP",D-PSA,$155.08
E1572P43-14-T2,"BKPLT 3-8"" ALUM 5"", W/ 2'' REFLECTIVE TAPE",D-PSA,$22.11
E1579G50-T3,"BKPLT 5 SEC CLUSTER  ABS 3"" STRIP",D-TSA,$72.35
E1590G2,"2-12"" ABS BACKPLATE",D-PSA,$20.56
E1590G2-T3,"2-12"" ABS BACKPLATE, W/3"" REFLECTIVE TAPE BORDER",D-PSA,$32.58
E1590G3-T3,"3-12"" ABS BACKPLATE, W/3"" REFLECTIVE TAPE BORDER",D-PSA,$37.79
E1590G4,"4-12"" ABS BACKPLATE, 4-12"" ABS BACKPLATE",D-PSA,$31.20
E1590G4-T3,"4-12"" ABS BACKPLATE, W/3"" REFLECTIVE TAPE BORDER",D-PSA,$45.84
E1590P44-T3,"BKPLT 5"" BDR 4-12"", ABS D/MD IE ONLY, ABS D/MD IE ONLY, W/3"" REFLECTIVE TAPE BORDER",D-PSA,$42.57
E1592G53-14-T3,"3 SEC 12"" ALUM BACK PLATE,BLK, W/3"" YELLOW TAPE",D-PSA,$30.54
E1597P43-12,"BKPLT 5"" BDR 3-12"" ALUM YELLOW/FLAT BLACK",D-TSA,$23.48
E1613P43-14-T3,"B/P, ALUM, 3-12"" SIG, 8"" BRDR,, W/ELEV PLMBZR, .10 THK,, FLAT BLACK",D-PSA,$88.92
E1614P43-14-T3,"B/P, ALUM, 3-12"" SIG, 5"" BRDR,, W/O ELEV PLMBZR, .10 THK,, FLAT BLACK",D-PSA,$59.43
E1618G5-14,"BKPLT CLUSTER MTG, ALUM F/BLK, .100THK",D-PSA,$135.74
E1619G5-01,"BKPLT 5"" BDR 5-12""ALUM",D-TSA,$89.77
E1619G5-14-T3,"BKPLT 5 SEC CLUSTER, 3"" REFLECTIVE TAPE F/BLK, 3"" REFLECTIVE TAPE F/BLK.100 THK",D-PSA,$113.22
E1620P44-14-T3,"BKPLT COMB 2-12"" 3-8"", 1 PC ALUM F/BLK D/MD, W/3"" REFLECTIVE TAPE BORDER",D-PSA,$106.38
E1621P43-01,"BKPLT 5"" BDR 3-8"" ALUM",D-TSA,$42.64
E1621P43-14,"BKPLT 3-8"" ALUM 5"" F/BLK D/MD, .100 THK",D-TSA,$44.60
E1621P43-14-T3,"BKPLT 3-8"" ALUM 5"", W/ 3'' REFLECTIVE TAPE,  .100 THK",D-PSA,$58.04
E1692P45-14-T.75,5C LOUVERED BACK PLATE,D-TSA,$36.29
E1694P45-14-T2,"BACKPLATE, ALUM, LVRD, 12"",, 5 SEC, FLAT BLACK, 2"" REF TAPE, FLA DOT STAMPED",D-PSA,$51.40
E1697P45-14-T.75,5C LOUVERED BACK PLATE,D-TSA,$54.16
E422696,"CONSOLE, ELECTRIACAL EQUIP",CCI,$0.00
EA11VZV10000,"1 SEC, 8"" ALUM TS, GELCORE LED",D-PSA,$75.55
EA12JJG10000,"1 SEC 8"" ALUM TS  EMPTY",D-TSA,$24.96
EA18GEWTSRFPNL,FRONT PANEL,CCI,$0.00
EA18GOPCACIPNL2001,FRONT PANEL,CCI,$0.00
EA18GOPCACIPNL2002,REAR PANEL,CCI,$0.00
EA31BJYG0000,"3 SEC 8"" ALUM TS YELLOW",D-TSA,$82.12
EP11BJG00000,"1-8"" POLY TS, NO LIGHT SOURCE",D-PSA,$14.56
EP11VJY20000,"1-8"" POLY TS, NO LIGHT SOURCE",D-PSA,$17.30
EP26VZV20000,8'' POLY 2 SEC LED GREEN,D-PSA,$141.55
EP31VZY10000,"3-8"" POLY TS, GELCORE LEDS",D-TSP,$216.36
F99AI99,TV1T LOD TS BP VSR,D-TSA,$537.66
F99DP51,SP1T LOD W/COUNTDOWN PED,D-PSA,$378.08
F99DP52,SP1T ROD W/COUNTDOWN PED,D-PSA,$378.08
FA18GEWTSFPNL2005,TALL SWITCH BRACKET,CCI,$0.00
FA18GEWTSFPNL2006,SHORT SWITCH BRACKET,CCI,$0.00
FA18GEWTSRFPNL2001,FRONT PANEL,CCI,$0.00
FA18GEWTSRFPNL2002,BOTTOM PANEL,CCI,$0.00
FA18GEWTSRFPNL2003,RIGTH SIDE PANEL,CCI,$0.00
FA18GEWTSRFPNL2004,LEFT SIDE PANEL,CCI,$0.00
FA18GEWTSRFPNL2005,TALL SWITCH BRACKET,CCI,$0.00
FA18GEWTSRFPNL2006,SHORT SWITCH BRACKET,CCI,$0.00
FA18GEWTSRFPNL2007,SWITCH PANEL,CCI,$0.00
FA18GEWTSRPNL2007,SWITCH PANEL,CCI,$0.00
FCUCP0000185,CUSTOMER PAINT,CCI,$0.00
FIP4-SBC66,SKYBRACKET MOUNTING HARDWARE CALBE CLAMP 66 CABLE INTUICOM QUOTE,T-INT,$106.55
FS99934UAVB,"COMBO RAIL, UNTAPPED",CCI,$0.00
FW5204BFAZ,"SP 4T, PED FRAMEWORK, SV4TB,, FLAT BLK, ARIZONA",D-PSA,$311.05
FWA0900BFSS,1-WAY TOP MOUNT PLUMBIZER,D-TSA,$53.96
FWA0904G1BYSS,"MAS EA/TA/CA BRZ YELLOW,SST HARDWARE",D-TSA,$66.40
FWA2142BF,"1W3C SIDE OF POLE TYPE, ""K"" MOUNT",D-PSA,$171.53
FWA2146BFAK,"2W3,5C FRAMEWORK",D-TSA,$287.17
FWA2166BFAZ,"2W3C SV2TD FRAMEWORK, TYPE VIII MOUNT, AZ",D-PSA,$227.89
FWA2305BGMOD1,FRAMEWORK FOR 3W3C,D-PSA,$273.28
FWA2319BGFON,TV1T 3SEC FRAMEWORK LOD  FONTANA,D-TSA,$251.26
G55AK95,"3W3,5C TV3T TS BP VSR",D-TSA,"$1,270.88"
G55DP73E,2W2C 2P2T PED LED,D-PSA,$628.40
GENAW001IOI2002,REAR PANEL,CCI,$0.00
GENAWS001IOI2001,FRONT PANEL,CCI,$0.00
GENAWS001IOI2003,SIDE PANEL,CCI,$0.00
GENAWS001IOI2004,BOTTOM PANEL,CCI,$0.00
GENAWS001IOI2005,TOP PANEL,CCI,$0.00
GX440-LTE-VZ-DC,SIERRA WIRELESS AIRLINK GX440,B-T21,$696.73
K141-0000-501,"KIT, SHEET METAL, ASSY, RACK MOUNT, COBALT",C-COB,$62.31
K170-1031-501,"KIT,CABINET, ASSY, MSF60,",B-TS1,$0.00
MA2000024R0,"ASC/2M MASTER CONTROLLER, RM W/(1) RS232 TELEMENTRY MOD, & ETHERNET MOD.",C-ASC,"$1,312.82"
MA2000044S1,ASC/2M CONTROLLER W/ATMS SW,C-ASC,"$1,331.48"
N37P15012C,"SCREW,RDH SLT,8-32 X .750",A-VAR,$0.01
PED16LYNVYN,"16"" ALUM PED SIGNAL - EMPTY",D-PSA,$61.96
PED16MYNUFN,PED16 MSHA SPEC  VISOR - UNATTACHED  INSIDE HOUSING,D-PSA,$54.68
PED16PGNNNN,"16"" ALUM PED SIGNAL, GREEN, ALL KNOCK-OUTS INTACT",D-PSA,$33.58
PED16PGSNNN,"16"" ALUM PED SIGNAL, GREEN, W/SOLAR SCREEN",D-PSA,$48.05
PED16RYNVYN,"16"" ALUM PED SIGNAL - EMPTY",D-PSA,$61.96
PED16SGNVF9,"16"" ALUM PED SIGNAL, GRN",D-PSA,$205.67
PED16SXNVX12,"16"" ALUM PED SIGNAL   SPECIAL PAINT",D-PSA,$177.63
PED16SYNVY14,"16"" ALUM PED SIGNAL, YELLOW HOUSING, LED",D-PSA,$159.35
PED16SYSNN14,"PED SIGNAL, 16"" COUNTDOWN LED",D-PSA,$165.61
PED16SYSVY14,"PED SIGNAL,16"",YEL, DURALIGHT LED'S",D-PSA,$170.32
R01125601205052H321,SHEET ALUM .125 60 X 120 5052-,M-SM,$154.51
R0745016P1,LATCH EB17-565697 (7LB) Z SPRI,M-HDW,$7.60
R1292001A311,NUT #10-32 WING SS 18-8,M-HDW,$0.33
R21053204-2,BODY,CCI,$0.00
R211305A83,QUICK DISCONNECT LATCH HINGE,M-HDW,$20.55
R211X12X16,FILTER 1 X 12 X 16 IGF (EXACT),M-HDW,$3.56
R21496100TF50-3,WEDGE ASSY. TRAY,CCI,$0.00
R21496100TF50-5,"BRACKET,HOLD-DOWN",CCI,$0.00
R21496100TF50-7,"BLOCK, HOLD-DOWN",CCI,$0.00
R21496100TF50-9,"BLOCK, HOLD-DOWN SUPPORT",CCI,$0.00
R21MT64300104,4 MCU S/S TRAY ASSY,CCI,$0.00
R21SCD01459-1-100,"CHASISS, RAMTS CART",CCI,$0.00
R21SDC01459-1-100,"CHASSIS,RAMTS CART",CCI,$0.00
R24MC6123102497,CHANNEL MC6X12.X.310X2.497 ST,CCI,$0.00
R74AA64,Q-2 POLY -TYPE II MOUNT,D-PSA,$591.58
R77AA52,"F HEAD, TYPE II MOUNT,AL,, DURALIGHT,AZ",D-PSA,$286.63
R77AA58,"R HEAD, TYPE II MOUNT, AL,, DURALIGHT, AZ",D-PSA,$301.40
R77AB58,"R HEAD, TYPE V MOUNT, AL,, DURALIGHT, AZ",D-PSA,$401.18
R77AC64,"F/R HEAD, TYPE VII MOUNT, AL,, DURALIGHT, AZ",D-PSA,$681.05
R77AC67,"F/R HEAD, TYPE VIII MOUNT, AL,, DURALIGHT, AZ",D-PSA,$0.00
R77AI52,"F HEAD, TYPE IV MOUNT, AL,, DURALIGHT, AZ",D-PSA,$458.58
R77DP52,"PED CD, TYPE V MOUNT, AL,, DURALIGHT, AZ",D-PSA,$398.16
R77DP53,"PED CD, TYPE VII MOUNT, AL,, DURALIGHT, AZ",D-PSA,$626.78
R77DP99,"PED CD, SV4TB MODIFIED, AL,, DURALIGHT, AZ",D-PSA,"$1,215.53"
R78AA30,"4W1C MAT, No LED",D-PSA,$441.29
R78AA52,"Type II, F Head (ADOT) NO LED",D-PSA,$194.74
R78AB52,"Type V, F Head (ADOT) NO LED",D-PSA,$368.98
RG5803NMSM,RG58 3 FT. RF CABLE,B-T21,$34.01
RJ45S-1533R/3F-BLK,BELDEN RISER-RATED CAT5E,B-T21,$19.58
SCD00464-230,"DOOR STAY GUIDE 24""",CCI,$0.00
SCD00464-231,DOOR STAY GUIDE,CCI,$0.00
SCD00464-240,LARGE DOOR STAY,CCI,$0.00
SCD00464-700-2,"SPINDLE ASSY, LEFT",CCI,
SCD00646-700-2,"SPINDLE ASSEMBLY, LEFT",CCI,$0.00
SCD01275-10,"REAR PANEL, FLUSH, GA",CCI,$0.00
SCD01275-12,GROUNDING BUSS BAR / CABLE MANAGEMENT REV.X1,CCI,$0.00
SCD01275-13,POWER STRIP G.A REV.NC,CCI,$0.00
SCD01275-5,EQUIP. RACK G.A REV.NC,CCI,$0.00
SCD01275-6,"FRONT DOOR, GA",CCI,$0.00
SCD01275-7,SIDE PANEL G.A REV.NC,CCI,$0.00
SCD01275-8,TOP PANEL G.A REV. NC,CCI,$0.00
SCD01275-9,BOTTOM PANEL G.A REV. X1,CCI,$0.00
SCD01459-1-100,"REINFORCE TUBLAR FRAME, IRAMTS",CCI,$0.00
SCD01459-1-710,"TRAILER U-BOLT, AFT AXLE",CCI,$0.00
SCD1275-7,SIDE PANEL G.A REV.NC,CCI,$0.00
SFDE0010000000,"DATA KEY, COBALT CENTRACS ADAPTIVE",C-COB,$24.56
SFDE1000000000,"DATA KEY, COBALT, TSP SPECIAL FEATURES ENABLING",S-KEY,$24.56
SFED0010000000,DATA KEY CENTRACS ADAPTIVE,C-COB,$20.05
SFED1000000000,"DATA KEY, COBALT, TSP, SPECIAL FEATURES ENABLING",S-KEY,$20.05
SP1023NMP33,SIDE OF POLE MOUNT GLS BLK,D-TSA,$47.63
ST-9065-L15,GPS-UHF ANTENNA GRAY COLOR  KM ENTERPRISES,B-VAR,$178.76
STCAB1181,"343 CAB PAINTED WHITE , W/M BASE",B-ITS,$890.96
STCAB1285,336SS/170EHC11 CAB ASSY,B-TRF,"$7,373.50"
STCAB1336,337 CAB ANOD PORT,B-TRF,"$2,503.88"
STCAB1364,336S WHITE CAB MICHIGAN,B-RWE,$672.25
STCAB1468,332 CAB SHELL,B-TRF,$575.22
STCAB1580,332 CAB SUFFOLK W/AUX,B-TRF,"$2,644.18"
STCAB1649,ITS RACK MECH CABINET,B-ITS,"$1,915.39"
STCAB1957,"332 CAB (SC '09), NO PLUG-INS",B-TRF,$0.00
STCAB2027,332L GREEN CAB OAKLAND,B-TRF,"$3,347.25"
STCAB2065,332 ANOD CAB PERRIS,B-TRF,"$5,081.28"
STCAB2116,"336S NAT CAB NC,CONTRACTOR, W/PLUG-INS",B-TRF,"$4,514.12"
STCAB2119,332 NAT CAB NC DOT W/O AUX.CONTRACTOR CABINET,B-TRF,"$4,883.99"
STCAB2141,336S CCTV P/M CAB FL,B-RWE,"$1,608.71"
STCAB2144,"336A  NAT NC , NAT FINISH, POLE MT, NO AUX",B-TRF,"$3,606.50"
STCAB2145,"336S/2070 NAT NC , BASE MOUNT, NO AUX",B-TRF,"$4,697.66"
STCAB2146,"336S/2070 NAT NC , POLE MT, NO AUX",B-TRF,"$4,822.82"
STCAB2149,"336S NAT NC POLE MT , NO CONT, NO AUX",B-TRF,"$3,728.78"
STCAB2151,"303 SPLICE CABINET ASSY , WINSTON SALEM",B-TRF,$0.00
STCAB2153,"332D NC IS HUB NO AC , NAT FINISH W/SUNSHLDS 12"" RISE",B-RWE,"$2,117.22"
STCAB2155,"336S/2070 NAT TEST CAB NC , BASE NOT INCLUDED",B-TRF,"$7,685.46"
STCAB2180,332L DOUBLE GRN DANBURY,B-TRF,"$5,405.54"
STCAB2327,336 ATMS POLE MOUNT CABINET,B-RWE,"$1,497.44"
STCAB2334,"332 ANOD CAB OREGON,W/AUX FILE & PLUG-INS",B-TRF,"$5,387.75"
STCAB2337,"332 NAT CAB SAIPAN,CUSTOMER SUPPLIED PLUG-INS",B-TRF,"$2,638.42"
STCAB2338,"336S POLE MT CABINET , SPECIAL HOUSING NO REAR DOOR",B-RWE,"$1,328.50"
STCAB2360,"336A  RECONFIGURED NAT NC , NAT FINISH, POLE MT, NO AUX",B-TRF,"$3,606.50"
STCAB2361,"336A  RECONFIGURED BLK NC , POLE MOUNT, NO AUX",B-TRF,"$3,610.07"
STCAB2362,"336S/2070 RECONFIGURED NAT NC , POLE MOUNT, NO AUX",B-TRF,"$4,820.22"
STCAB2363,"336S/2070 BLK NC POLE MT , RECONFIGURED, NO AUX",B-TRF,"$4,876.38"
STCAB2364,"334 ITS CAB CLARK COUNTY , NATURAL FINISH W/ANTIGRAFFITI",B-RWE,"$2,062.81"
STCAB2365,334 ITS CAB CLARK COUNTY,B-RWE,"$2,062.81"
STCAB2367,"332 ANOD CAB OREGON , W/PLUG INS, NO AUX",B-TRF,"$3,659.14"
STCAB2371,332 NAT NC NO AUX,B-TRF,"$4,020.00"
STCAB2372,"332 GRN NC NO AUX , SALISBURY (ROWAN CO)",B-TRF,"$4,047.06"
STCAB2373,"332 NAT NC NO AUX RECONFIGURED , SALIBURY (ROWAN CO)",B-TRF,"$4,020.00"
STCAB2374,332 NAT NC W/AUX  SALISBURY (ROWAN CO),B-TRF,"$4,383.99"
STCAB2375,"332 GRN NC W/AUX , SALISBURY (ROWAN CO)",B-TRF,"$4,273.54"
STCAB2376,"332 NAT NC NO AUX , SALISBURY (ROWAN CO)",B-TRF,"$4,020.00"
STCAB2377,"336A NAT NC POLE MT , SALISBURY (ROWAN CO)",B-TRF,"$3,497.65"
STCAB2378,"332 NAT TEST NC W/AUX , SALISBURY (ROWAN CO)",B-TRF,"$7,735.63"
STCAB2382,"330SR CAB NYSDOT , STATE CONTRACT WITH PLUG INS",B-TRF,"$2,285.11"
STCAB2389,336S NAT CCTV CAB VDOT,B-RWE,"$1,974.08"
STCAB2391,332L AG CAB BAKERSFIELD,B-TRF,"$4,840.65"
STCAB2392,334L ANOD CAB CONTRACTOR  PDA #3L W/CBS MODIFIED,B-RWE,"$2,856.51"
STCAB2392R,334L RACK CONTRACTOR PDA #3L W/CBS MODIFIED,B-TRF,"$1,728.51"
STCAB2394,"332 SS CAB WASHDOT , SYS#1 MN-LINE/C-LINE/D-LINE",B-TRF,"$11,618.70"
STCAB2395,"332 SS CAB WASHDOT , SYS#2 M-LINE (MELLEN ST) , CDSB- LINE",B-TRF,"$12,231.83"
STCAB2396,"332 SS CAB WASHDOT , SYS#3 M-LINE(MELLEN ST) C-LINE",B-TRF,"$12,001.57"
STCAB2397,"332 SS CAB WASHDOT , SYS#4 VLINE HARRISON AVE HS LN",B-TRF,"$13,675.10"
STCAB2398,"332L/170E ANOD CAB RIVERSIDE , CITY OF MENIFEE, CA",B-TRF,"$5,176.15"
STCAB2399,336S ANOD CAB OREGON,B-TRF,"$2,828.63"
STCAB2400,"332 EXT ANOD CAB OREGON,ANODIZE, WITH POLICE DOOR",B-TRF,"$4,183.45"
STCAB2401,332L NAT CAB PLEASANTON,B-TRF,"$2,615.39"
STCAB2403,"332D CAB W/RACK MECH SKYLINE , SAME AS STCAB1805 W/BEST GRN , PNTD SHRWIN WILLIAMS DGS2-4001",B-RWE,"$1,644.59"
STCAB2406,"333SD SIL/AG W/GEN LOVELAND , GENERATOR SWITCH, PLUG-INS",B-TRF,"$4,692.58"
STCAB2407,332 NAT HYBRID CAB ALAMEDA,B-TRF,"$5,682.63"
STCAB2409,334T(334L) ANOD CAB ALAMEDA,B-RWE,"$1,599.13"
STCAB2410,"333SD NAT HYBRID CAB OVERLAND , WITH SHA-1210",B-HYB,"$4,903.48"
STCAB2411,"332 NAT CAB SAIPAN ,CUSTOMER SUPPLIED PLUG-INS",B-TRF,"$2,638.42"
STCAB2412,"334 BRN CCTV CAB WASHDOT,PAINTED 595B-30045",B-RWE,"$1,751.68"
STCAB2414,333SD BEIGE/AG CAB  SUNNYVALLE,B-TRF,"$12,218.87"
STCAB2415,332 NAT CAB W/RACK MECH MN W/FAN PNL,B-RWE,$661.18
STCAB2416,"332 SS CABINET WASHDOT ,  SYS#5 VLINE HARRISON AVE CDNB",B-TRF,"$13,700.18"
STCAB2417,"332L ANOD CAB CLOVIS , FRESNO SPEC",B-TRF,"$4,413.96"
STCAB2418,"332 SS CAB WASHDOT , CATLIN & 5TH",B-TRF,"$14,837.80"
STCAB2419,"332/70EHC11 SS CAB WASHDOT , MAIN & REALIGN MAIN",B-TRF,"$14,805.10"
STCAB2421,332L NAT CABINET MODIFIED US MINING CONTROL CABINET,B-TRF,"$4,843.16"
STCAB2422,"332L BEIGE/AG CAB SUNNYVALE , FLUORESCENT LIGHTS",B-TRF,"$5,025.21"
STCAB2423,333SD NAT CAB/RACK MECH PENN,B-RWE,"$1,191.28"
STCAB2424,"337 ANOD CAB ODOT POLE MOUNT , OREGON DOT",B-TRF,"$3,207.84"
STCAB2425,VA 334 GROUND MT CABINET,B-TRF,"$1,772.40"
STCAB2426,"332 GRN CAB/RACK MECH SKYLINE , BEST LOCKS-GREEN CORE , PAINT CASCADE GREEN",B-RWE,"$3,912.10"
STCAB2429,333S NAT CAB HYBRID LAKELAND,B-TRF,"$8,389.03"
STCAB2430,"332L ANOD CAB FRESNO , WHIT PLUG-INS",B-TRF,"$4,561.58"
STCAB2434,332 NAT BBS CABINET NORFOLK,B-RWE,"$1,372.03"
STCAB2437,"333SD NAT CAB LACEY WASH , WITH VIDEO MONITOR, FLUSH ,MOUNT GEN DOOR",B-TRF,"$12,099.51"
STCAB2438,"334/170E HC11 NAT CAB WASHDOT,SPECIAL-1 INPUT FILE",B-TRF,"$5,151.90"
STCAB2439,334 NAT CCTV CAB WASH,B-RWE,"$1,547.88"
STCAB2440,334 NAT CCTV CAB WASHDOT,B-RWE,"$1,487.46"
STCAB2441,336S NAT CCTV CAB VDOT,B-RWE,"$1,636.02"
STCAB2443,336S SIL/AG CAB CHEYENNE BASE MOUNT,B-TRF,"$4,073.83"
STCAB2444,336S ANOD CAB OREGON,B-TRF,"$2,420.22"
STCAB2446,"332D SIL/AG CAB DOUGLAS CNTY , WITH PLUG-INS",B-TRF,"$5,110.38"
STCAB2447,"336S SIL/AG BASE MT CDOT BASE MOUNTED, WITH PLUG-INS",B-TRF,"$3,191.22"
STCAB2448,"332/170E ANOD CAB DES MOINES , NO PLUG-INS",B-TRF,"$4,138.09"
STCAB2450,332 WHT CAB MICHIGAN-MODIFIED  CAB HOUSING MOD FOR PNL BOARD,B-RWE,"$1,243.47"
STCAB2453,"332L ANOD CAB PALMDALE , SEND TOTAL 2 POLICE KEYS , PER CABINET",B-TRF,"$3,480.94"
STCAB2455,"332 NAT CAB WASHDOT , OLYMPIC REGION, NO PLUG-INS",B-TRF,"$4,289.57"
STCAB2456,"303/8 NAT CABINET MEXICO , NO CONTROLLER",B-TRF,"$1,941.81"
STCAB2460,"332L SIL/AG CABINET CDOT , STANDARD OUTPUT FILE",B-TRF,"$3,701.10"
STCAB2461,332L/170E ANOD CAB CHULA VISTA,B-TRF,"$5,500.48"
STCAB2463,"334 NAT ALUM EQUIP CAB ASSY , W/ AC MOD - TCC",B-RWE,$802.92
STCAB2464,"334 ANOD COMM HUB CABINET , CHINO",B-RWE,"$1,023.22"
STCAB2465,"330 EXTENDED SIL/AG CAB CINN,CINNCINATI, POLE MOUNT CABINET",B-TRF,"$2,028.23"
STCAB2466,332L NAT CAB DANA POINT,B-TRF,"$7,419.83"
STCAB2467,332L ANOD CAB BEVERLY HILLS,B-TRF,"$4,602.27"
STCAB2469,"340 BLK ITS CAB MACOMB,PTD BLK, 1 14PACK O/F -  TEST,W/12 + 24 VDC PS, PS NOT INCL",B-ITS,"$4,499.40"
STCAB2470,"340 BLK ITS CAB MACOMB,PNTD BLK, 2 14PACK O/F - TEST,W/12 + 24 VDS PS, PS NOT INCL",B-ITS,"$5,621.26"
STCAB2472,"332 BLACK CABINET OREGON,NYBERG RIVERS",B-TRF,"$4,969.52"
STCAB2473,"330 SIL/AG BASE MOUNT CAB CINN,CINCINNATI",B-TRF,"$1,969.01"
STCAB2474,336S NAT CAB W/BASE KCMO,B-TRF,"$2,396.32"
STCAB2475,333SD NAT CAB SANTA CRUZ,B-TRF,"$3,054.00"
STCAB2477,"334 NAT FIBER HUB CAB WASH , KING COUNTRY",B-RWE,"$1,479.17"
STCAB2478,332 BLK CAB LAKE OSWEGO,B-TRF,"$3,921.93"
STCAB2480,332 CAB W/RACK MECH SKYLINE,B-RWE,$950.25
STCAB2481,332L ANOD CAB CORONA,B-TRF,"$3,714.88"
STCAB2482,"332D SIL/AG HYBRID CAB,TORRANCE",B-TRF,"$5,828.76"
STCAB2483,"332 ANOD CABINET OREGON  WITH AUX, NO RISER",B-TRF,"$4,134.55"
STCAB2484,"336 GRN CAB CHILLIWACK,PAINTED RAL 6019",B-TRF,"$3,229.45"
STCAB2485,"332/170E ANOD ALUM CAB OREGON,RAILROAD - WIRED FOR RR,PREEMPTION",B-TRF,"$6,014.14"
STCAB2486,"332 ANOD CAB WY,(2) DUAL I/F, NO AUX",B-TRF,"$5,663.95"
STCAB2487,333SD NAT HYBRID CAB OVERLAND,B-TRF,"$5,070.62"
STCAB2488,336L ANOD CAB POMONA,B-TRF,"$3,382.27"
STCAB2489,332L ANOD CAB POMONA,B-TRF,"$4,025.56"
STCAB2491,VA 334 GROUND MTD CAB SHELL,B-RWE,"$1,128.63"
STCAB2492,303/8 NAT CAB KUWAIT 220V,B-TRF,"$2,907.25"
STCAB2493,"332 CAB W/RACK MECH SKYLINE,NAT FINISH W/SUN SHIELDS",B-RWE,"$1,547.88"
STCAB2494,334L GRN CCTV CAB CALTRAN.PAINTED; 595-24108,B-RWE,"$1,855.99"
STCAB2497,"334 AG CCTV CAB MORENO,SAME AS STCAB1739 BUT AG",B-RWE,"$1,267.70"
STCAB2498,334 AG CCTV CAB MORENO  NO PDA,B-RWE,"$1,142.62"
STCAB2499,332 BRN CAB W/RACK MECH,B-RWE,$968.03
STCAB2500,"332 SS CAB WASHDOT,STAINLESS STEEL",B-TRF,"$5,958.19"
STCAB2504,334 NAT CCTV CAB WASHDOT,B-RWE,"$1,711.04"
STCAB2505,"332 EXTENDED NAT CAB HYBRID,OVERLAND PARK",B-TRF,"$7,068.07"
STCAB2509,334 NAT DMS EQ CAB MIDASCO,B-RWE,"$2,209.89"
STCAB2510,334 NAT IDS EQ CAB MIDASCO,B-RWE,"$2,148.57"
STCAB2511,336S NAT SPLICE CAB MIDASCO. NO FAN PANEL,B-RWE,$887.94
STCAB2512,334 NAT DMS POWER CAB MIDASCO,B-RWE,"$2,220.06"
STCAB2513,334 NAT GATE POWER CAB MIDASCO,B-RWE,"$2,597.87"
STCAB2515,"332L GRN CAB WALNUT CREEK, PAINTED GREEN RAL 6005",B-TRF,"$3,411.48"
STCAB2516,333SD GRN/BLK HYBRID CAB,B-TRF,"$6,649.46"
STCAB2517,"332L ANOD CAB SANDAG,SAN DIEGO ASSOC. OF GOVERMENTS",B-TRF,"$5,346.72"
STCAB2518,"333L/170E AG CAB MORENO VALLEY,340 HSG#3 ITS",B-TRF,"$7,387.77"
STCAB2522,"332/330 NAT CAB CS,W/206L RK PS, W/PLUGINS",B-TRF,"$4,489.63"
STCAB2523,336S/170ATC HC11 BRN CAB PHILA,B-TRF,"$3,858.65"
STCAB2524,"332 ANOD CAB OCTA,ORANGE COUNTRY",B-TRF,"$3,511.69"
STCAB2527,334 NAT VEH ID/CCTV WASHDOT,B-RWE,"$1,718.83"
STCAB2528,303/8 NAT LPR/LS CAB WASHDOT,B-RWE,"$1,152.79"
STCAB2532,333S NAT HYBRID CAB OVERLAND,B-TRF,"$6,618.72"
STCAB2533,"332 ANOD CAB PORTLAND, NO AUX, NO RISER",B-TRF,"$5,771.73"
STCAB2535,"332L/170E HC11 ANOD CAB, SAN LUIS OBISPO COUNTRY",B-TRF,"$4,580.49"
STCAB2537,332D SIL/AG CAB GREELEY,B-TRF,"$4,571.00"
STCAB2538,333SD SIL/AG CAB GREELEY,B-TRF,"$4,532.16"
STCAB2546,"334L ANOD CAB CONTRACTOR,CALTRAN CONTRACTOR",B-TRF,"$2,745.41"
T14425,"BRACKET, UPPER MAST LEFT",CCI,$0.00
T14495,"BRACKET, UPPPER MST",CCI,$0.00
T14496,"SPACER, UPPER MAST",CCI,$0.00
T14499,T14499,CCI,$0.00
T14504,"SUPPORT, MAST TARILER FRONT",CCI,$0.00
T14505,"SUPPORT, MAST TRAILER REAR",CCI,$0.00
T14523,"BRACKET, TRAILER POWER",CCI,$0.00
T14525,"BRACKET, UPPER MAST LEFT",CCI,$0.00
T17921-01,"ENCLOSURE, POWER CONTROL",CCI,$0.00
T17922-01,"ENCLOSURE, COVER POWER CONTROL",CCI,$0.00
